Drug Name,Active Ingredient,Form; Route,Date,URL
mifeprex,mifepristone,TABLET; ORAL,03/23/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020687Orig1s026lbl.pdf#page=16
mircera,methoxy polyethylene glycol-epoetin beta,SOLUTION; INJECTION,06/04/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125164s087lblcorretion.pdf#page=23
mircera,methoxy polyethylene glycol-epoetin beta,INJECTABLE; SUBCUTANEOUS,04/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/126164s087lbl.pdf#page=27
mitigare,colchicine,CAPSULE;ORAL,09/26/2014,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204820s000lbl.pdf#page=11
mitigare,colchicine,CAPSULE;ORAL,09/26/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM417495.pdf
mobic,meloxicam,TABLET;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020938s030lbl.pdf#page=16
mobic,meloxicam,SUSPENSION;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021530s020lbl.pdf#page=16
morphabond er,morphine sulfate,"TABLET, EXTENDED RELEASE;ORAL",10/07/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206544s012lbl.pdf#page=38
morphine sulfate,morphine sulfate,SOLUTION;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201517s018lbl.pdf#page=30
morphine sulfate,morphine sulfate,SOLUTION;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022195s021lbl.pdf#page=23
morphine sulfate,morphine sulfate,TABLET;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022207s011lbl.pdf#page=29
motpoly xr,lacosamide,"CAPSULE, EXTENDED RELEASE;ORAL",06/07/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216185s000lbl.pdf#page=22
motrin,ibuprofen,TABLET;ORAL,09/10/2007,https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/017463s104lbl.pdf#page=13
mounjaro,tirzepatide,INJECTABLE; SUBCUTANEOUS,07/28/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215866s002s006lbl.pdf#page=20
movantik,naloxegol oxalate,TABLET;ORAL,04/13/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204760s009lbl.pdf#page=16
moviprep,ascorbic acid; polyethylene glycol 3350; potassium chloride; sodium ascorbate; sodium chloride; sodium sulfate,FOR SOLUTION;ORAL,05/14/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021881s023lbl.pdf#page=13
moxifloxacin hydrochloride,moxifloxacin hydrochloride,SOLUTION;INTRAVENOUS,07/26/2016,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205572s007lbl.pdf#page=49
ms contin,morphine sulfate,"TABLET, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019516s058lbl.pdf#page=32
multaq,dronedarone hydrochloride,TABLET;ORAL,10/23/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022425s028s030lbl.pdf#page=24
multihance,gadobenate dimeglumine,INJECTABLE;INTRAVENOUS,08/14/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021357s026,021358s024lbl.pdf#page=36"
multihance multipack,gadobenate dimeglumine,INJECTABLE;INTRAVENOUS,08/14/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021357s026,021358s024lbl.pdf#page=36"
myalept,metreleptin,INJECTABLE;INJECTION,02/28/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125390s024lbl.pdf#page=16
mydayis,amphetamine aspartate; amphetamine sulfate; dextroamphetamine saccharate; dextroamphetamine sulfate,"CAPSULE, EXTENDED RELEASE;ORAL",10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022063s005lbl.pdf#page=25
myfortic,mycophenolic sodium,"TABLET, DELAYED RELEASE;ORAL",03/15/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050791s035lbl.pdf#page=23
myobloc,botulinum toxin type b,VIAL,03/10/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103846s5195lbl.pdf#page=17
mysoline,primidone,TABLET;ORAL,06/10/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf#page=7
nalfon,fenoprofen calcium,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017604s054lbl.pdf#page=16
naprelan,naproxen sodium,"TABLET, EXTENDED RELEASE;ORAL",11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020353s041lbl.pdf#page=21
naprosyn,naproxen,SUSPENSION;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018965s028lbl.pdf#page=22
naprosyn,naproxen,TABLET;ORAL,11/21/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017581s117,018164s067,020067s026lbl.pdf"
nardil,phenelzine sulfate,TABLET;ORAL,08/02/2007,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088660.pdf
natpara,parathyroid hormone,INJECTABLE;INJECTION,07/01/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125511s016lbl.pdf#page=18
nayzilam,midazolam,SPRAY;NASAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211321s008lbl.pdf#page=26
nesina,alogliptin benzoate,TABLET;ORAL,07/27/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022271s015lbl.pdf#page=28
neurontin,gabapentin,SOLUTION;ORAL,12/16/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
neurontin,gabapentin,TABLET;ORAL,12/16/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
neurontin,gabapentin,CAPSULE;ORAL,12/16/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
nexium,esomeprazole magnesium,"FOR SUSPENSION, DELAYED RELEASE;ORAL",07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
nexium,esomeprazole magnesium,"CAPSULE, DELAYED REL PELLETS;ORAL",07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
nexium,esomeprazole magnesium,"FOR SUSPENSION, DELAYED RELEASE;ORAL",07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
nizoral,ketoconazole,TABLET;ORAL,07/30/2013,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/018533s040lbl.pdf#page=19
nocdurna,desmopressin acetate,TABLET;SUBLINGUAL,06/21/2018,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022517s000lbl.pdf#page=14
noctiva,desmopressin acetate,"SPRAY, METERED;NASAL",03/03/2017,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/201656lbl.pdf#page=13
nolvadex,tamoxifen citrate,TABLET;ORAL,03/13/2009,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088661.pdf
norco,acetaminophen; hydrocodone bitartrate,TABLET;ORAL,03/04/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/040099s023lbl.pdf#page=23
noroxin,norfloxacin,TABLET;ORAL,07/26/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM246795.pdf
norpramin,desipramine hydrochloride,TABLET;ORAL,11/09/2018,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/014399s066s067mg.pdf
novantrone,mitoxantrone hydrochloride,INJECTABLE;INJECTION,03/23/2012,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/019297s035mg.pdf
nplate,romiplostim,INJECTABLE; SUBCUTANEOUS,02/10/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125268s167lbl.pdf#page=18
nucynta,tapentadol hydrochloride,TABLET;ORAL,06/14/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022304s026lbl.pdf#page=40
nucynta,tapentadol hydrochloride,SOLUTION;ORAL,06/14/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203794s011lbl.pdf#page=37
nucynta er,tapentadol hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",06/14/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200533s027lbl.pdf#page=40
nulojix,belatacept,INJECTABLE; INJECTION,07/28/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125288s075lbl.pdf#page=49
nulytely,polyethylene glycol 3350; potassium chloride; sodium bicarbonate; sodium chloride,FOR SOLUTION;ORAL,05/14/2021,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf
nulytely-flavored,polyethylene glycol 3350; potassium chloride; sodium bicarbonate; sodium chloride,FOR SOLUTION;ORAL,05/14/2021,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf
nuvigil,armodafinil,TABLET;ORAL,02/07/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021875s023lbl.pdf#page=24
obredon,guaifenesin; hydrocodone bitartrate,SOLUTION;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205474s008lbl.pdf#page=23
ocaliva,obeticholic acid,TABLET;ORAL,05/26/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207999s007lbl.pdf#page=22
ocrevus,ocrelizumab,INJECTABLE;INJECTION,06/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761053s031lbl.pdf#page=20
ocrevus zunovo,ocrelizumab and hyaluronidazse-ocsq,INJECTABLE;SUBCUTANEOUS,09/13/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761371s000lbl.pdf#page=21
odomzo,sonidegib phosphate,CAPSULE;ORAL,08/22/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205266s009lbl.pdf#page=14
oleptro,trazodone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",07/17/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM202202.pdf
olumiant,baricitinib,TABLET;ORAL,05/10/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/207924s006lbl.pdf#page=26
omniscan,gadodiamide,INJECTABLE;INJECTION,01/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022066s008lbl.pdf#page=1
omniscan,gadodiamide,INJECTABLE;INJECTION,01/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020123s046lbl.pdf#page=1
omontys,peginesatide acetate,"SOLUTION;INTRAVENOUS, SUBCUTANEOUS",12/04/2012,https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202799s001lbl.pdf#page=15
omvoh,mirikizumab-mrkz,"INJECTABLE;INTRAVENOUS, SUBCUTANEOUS",04/29/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761279s000lbl.pdf#page=15
onfi,clobazam,TABLET;ORAL,03/12/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202067s007,203993s009lbl.pdf#page=29"
onfi,clobazam,SUSPENSION;ORAL,03/12/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202067s007,203993s009lbl.pdf#page=29"
onglyza,saxagliptin hydrochloride,TABLET;ORAL,07/01/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022350s023lbl.pdf#page=31
onsolis,fentanyl citrate,FILM;BUCCAL,12/03/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022266s025lbl.pdf#page=32
opana,oxymorphone hydrochloride,TABLET;ORAL,10/25/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021611s016lbl.pdf#page=27
opana er,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021610s031lbl.pdf#page=32
opana er,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",10/07/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201655s026lbl.pdf#page=26
opdivo,nivolumab,INJECTABLE;INJECTION,10/03/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125554s127lbl.pdf#page=166
opsumit,macitentan,TABLET;ORAL,05/26/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204410s024lbl.pdf#page=20
optimark,gadoversetamide,INJECTABLE;INJECTION,11/02/2018,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s028,020975s029,020976s030lbl.pdf#page=14"
optimark,gadoversetamide,INJECTABLE;INJECTION,11/02/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020975s028lbl.pdf#page=13
optimark in plastic container,gadoversetamide,INJECTABLE;INJECTION,11/02/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020976s029lbl.pdf#page=13
opzelura,ruxolitinib phosphate,CREAM;TOPICAL,03/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215309s004lbl.pdf#page=19
oriahnn (copackaged),"elagolix sodium,estradiol,norethindrone acetate; elagolix sodium",CAPSULE;ORAL,05/29/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213388s003lbl.pdf#page=29
orilissa,elagolix sodium,TABLET;ORAL,06/05/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210450s009lbl.pdf#page=27
oseni,alogliptin benzoate; pioglitazone hydrochloride,TABLET;ORAL,06/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022426s012lbl.pdf#page=43
osmoprep,"sodium phosphate, dibasic, anhydrous; sodium phosphate, monobasic, monohydrate",TABLET;ORAL,11/29/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021892s014lbl.pdf#page=13
otulfi,ustekinumab-aauz,INJECTABLE;INTRAVENOUS,09/27/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761379s000lbl.pdf#page=36
oxaydo,oxycodone hydrochloride,TABLET;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202080s013lbl.pdf#page=30
oxtellar xr,oxcarbazepine,"TABLET, EXTENDED RELEASE;ORAL",08/14/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/202810s020lbl.pdf#page=24
oxycodone hydrochloride,oxycodone hydrochloride,SOLUTION;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200535s022lbl.pdf#page=35
oxycodone hydrochloride,oxycodone hydrochloride,SOLUTION;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201194s017lbl.pdf#page=34
oxycodone hydrochloride capsules,oxycodone hydrochloride,CAPSULE;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200534s013lbl.pdf#page=32
oxycontin,oxycodone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022272s048lbl.pdf#page=49
oxymorphone hydrochloride,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",03/04/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/079046s000mg.pdf
ozempic,semaglutide,SOLUTION;SUBCUTANEOUS,10/06/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209637s012lbl.pdf#page=27
pacerone,amiodarone hydrochloride,TABLET;ORAL,11/01/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088668.pdf
palladone,hydromorphone hydrochloride,"CAPSULE, EXTENDED RELEASE;ORAL",04/16/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088670.pdf
palynziq,pegvaliase-pqpz,INJECTABLE;INJECTION,11/20/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761079s000lbl.pdf#page=23
pamelor,nortriptyline hydrochloride,SOLUTION;ORAL,07/28/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088671.pdf
pamelor,nortriptyline hydrochloride,CAPSULE;ORAL,04/09/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018013s064lbl.pdf#page=15
pancreaze,pancrelipase (amylase;lipase;protease),"CAPSULE, DELAYED RELEASE;ORAL",02/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022523s013lbl.pdf#page=16
parnate,tranylcypromine sulfate,TABLET;ORAL,01/04/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/012342s064lbl.pdf#page=18
paxil,paroxetine hydrochloride,SUSPENSION;ORAL,11/26/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020031s083,020710s051lbl.pdf#page=39"
paxil,paroxetine hydrochloride,TABLET;ORAL,11/26/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020031s083,020710s051lbl.pdf#page=39"
paxil cr,paroxetine hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",02/23/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020936s057s064lbl.pdf#page=30
peganone,ethotoin,TABLET;ORAL,02/27/2017,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022MedGuide.pdf
pegasys,peginterferon alfa-2a,VIAL; SUBCUTANEOUS,12/11/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103964s5276lbl.pdf#page=37
pegasys,peginterferon alfa-2a,SYRINGE,12/11/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103964s5276lbl.pdf#page=37
pegintron,peginterferon alfa-2b,SYRINGE,12/21/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29
pennsaid,diclofenac sodium,SOLUTION;TOPICAL,05/09/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191085.pdf
pennsaid,diclofenac sodium,SOLUTION;TOPICAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204623s013lbl.pdf#page=20
percocet,acetaminophen; oxycodone hydrochloride,TABLET;ORAL,03/04/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/040330s052lbl.pdf
percodan,aspirin; oxycodone hydrochloride; oxycodone terephthalate,TABLET;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/007337s057lbl.pdf
percodan,aspirin; oxycodone hydrochloride,TABLET;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/007337s053lbl.pdf#page=30
perforomist,formoterol fumarate,SOLUTION;INHALATION,05/29/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022007s014lbl.pdf#page=19
pertzye,pancrelipase (amylase;lipase;protease),"CAPSULE, DELAYED RELEASE;ORAL",02/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022175s008lbl.pdf#page=13
pexeva,paroxetine mesylate,TABLET;ORAL,08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021299s035s038lbl.pdf#page=18
phenergan vc w/ codeine,codeine phosphate; phenylephrine hydrochloride; promethazine hydrochloride,SYRUP;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/008306s035lbl.pdf#page=66
phenergan w/ codeine,codeine phosphate; promethazine hydrochloride,SYRUP;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/008306s035lbl.pdf#page=66
plavix,clopidogrel bisulfate,TABLET;ORAL,03/01/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020839s074lbl.pdf#page=24
plegridy,peginterferon beta-1a,INJECTABLE;INJECTION,07/28/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125499s028lbl.pdf#page=20
plenvu,ascorbic acid; polyethylene glycol 3350; potassium chloride; sodium ascorbate; sodium chloride; sodium sulfate,FOR SOLUTION;ORAL,09/08/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209381s013lbl.pdf#page=18
pomalyst,pomalidomide,CAPSULE;ORAL,03/24/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204026s031lbl.pdf#page=33
ponstel,mefenamic acid,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/015034s046lbl.pdf
ponvory,ponesimod,TABLET;ORAL,06/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213498s004lbl.pdf#page=30
potiga,ezogabine,TABLET;ORAL,05/20/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM259619.pdf
pradaxa,dabigatran etexilate mesylate,CAPSULE;ORAL,11/17/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022512s047lbl.pdf#page=27
pradaxa,dabigatran etexilate mesylate,PELLETS;ORAL,11/14/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214358s007lbl.pdf#page=14
prepopik,citric acid; magnesium oxide; sodium picosulfate,FOR SOLUTION;ORAL,08/29/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202535s006lbl.pdf#page=15
pretomanid,pretomanid,TABLET;ORAL,11/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212862s008lbl.pdf#page=27
prevacid,lansoprazole,"CAPSULE, DELAYED REL PELLETS;ORAL",08/08/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
prevacid,lansoprazole,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL",08/08/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
prevacid naprapac 250 (copackaged),lansoprazole; naproxen,"CAPSULE, DELAYED REL PELLETS, TABLET;ORAL",07/31/2009,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf
prevacid naprapac 375 (copackaged),lansoprazole; naproxen,"CAPSULE, DELAYED REL PELLETS, TABLET;ORAL",07/31/2009,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf
prevacid naprapac 500 (copackaged),lansoprazole; naproxen,"CAPSULE, DELAYED REL PELLETS, TABLET;ORAL",07/31/2009,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf
priftin,rifapentine,TABLET;ORAL,07/01/2015,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021024s017s018lbl.pdf#page=28
prilosec,omeprazole magnesium,"FOR SUSPENSION, DELAYED RELEASE;ORAL",07/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022056s026lbl.pdf#page=34
prilosec,omeprazole,"CAPSULE, DELAYED REL PELLETS;ORAL",12/19/2016,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
pristiq,desvenlafaxine succinate,"TABLET, EXTENDED RELEASE;ORAL",11/10/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021992s047lbl.pdf#page=36
probuphine,buprenorphine hydrochloride,IMPLANT;IMPLANTATION,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204442s014lbl.pdf#page=47
procrit,epoetin alfa,VIAL; SINGLE-USE,04/30/2024,https://www.fda.gov/media/73511/download
prohance,gadoteridol,INJECTABLE;INJECTION,08/14/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020131s042,021489s023lbl.pdf#page=32"
prohance multipack,gadoteridol,INJECTABLE;INJECTION,08/14/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020131s042,021489s023lbl.pdf#page=32"
prolia,denosumab,INJECTABLE; SUBCUTANEOUS,01/03/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125320s211lbl.pdf#page=31
promacta,eltrombopag olamine,TABLET;ORAL,03/09/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
promacta kit,eltrombopag olamine,FOR SUSPENSION;ORAL,03/09/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
propulsid,cisapride monohydrate,TABLET;ORAL,03/06/2000,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Propulsid.pdf
propylthiouracil,propylthiouracil,TABLET;ORAL,09/19/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf#page=7
proquin xr,ciprofloxacin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",08/15/2011,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Proquin XR.pdf
protonix,pantoprazole sodium,"FOR SUSPENSION, DELAYED RELEASE;ORAL",07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
protonix,pantoprazole sodium,"TABLET, DELAYED RELEASE;ORAL",07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
protopic,tacrolimus,OINTMENT;TOPICAL,02/25/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088996.pdf
provigil,modafinil,TABLET;ORAL,01/15/2015,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020717s030s034s036MedGuide.pdf
prozac,fluoxetine hydrochloride,CAPSULE;ORAL,08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018936 s112lbl.pdf#page=26
prozac weekly,fluoxetine hydrochloride,"CAPSULE, DELAYED REL PELLETS;ORAL",03/24/2017,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
qdolo,tramadol hydrochloride,SOLUTION;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214044s002lbl.pdf#page=28
qelbree,viloxazine hydrochloride,"CAPSULE, EXTENDED RELEASE;ORAL",04/29/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211964s003lbl.pdf#page=21
qmiiz odt,meloxicam,"TABLET, ORALLY DISINTEGRATING;ORAL",04/28/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211210s002lbl.pdf#page=37
qsymia,phentermine hydrochloride; topiramate,"CAPSULE, EXTENDED RELEASE;ORAL",09/13/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022580s025lbl.pdf#page=43
qtern,dapagliflozin; saxagliptin hydrochloride,TABLET;ORAL,09/12/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209091s008lbl.pdf#page=37
qternmet xr,dapagliflozin; metformin hydrochloride; saxagliptin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",01/24/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210874s003lbl.pdf#page=47
qualaquin,quinine sulfate,CAPSULE;ORAL,06/19/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021799s029lbl.pdf#page=26
qudexy xr,topiramate,"CAPSULE, EXTENDED RELEASE;ORAL",03/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205122s014lbl.pdf#page=54
