"Drug Name","Active Ingredient","Form; Route","Appl. No.","Company","Date","URL"
"INREBIC","FEDRATINIB HYDROCHLORIDE","CAPSULE;ORAL","212327","IMPACT","05/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212327s005lbl.pdf#page=21"
"INTERMEZZO","ZOLPIDEM TARTRATE","TABLET;SUBLINGUAL","022328","PURDUE PHARMA","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022328s008lbl.pdf#page=20"
"INTRON A","INTERFERON ALFA-2B","VIAL","103132","SCHERING","11/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103132s5196lbl.pdf#page=40"
"INVIRASE","SAQUINAVIR MESYLATE","CAPSULE;ORAL","020628","HOFFMANN LA ROCHE","03/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020628s047,021785s023lbl.pdf#page=24"
"INVIRASE","SAQUINAVIR MESYLATE","TABLET;ORAL","021785","HOFFMANN-LA ROCHE","09/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021785s025lbl.pdf#page=25"
"INVOKAMET","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE","TABLET;ORAL","204353","JANSSEN PHARMS","08/23/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204353s045,205879s022lbl.pdf#page=58"
"INVOKAMET XR","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","205879","JANSSEN PHARMS","08/23/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204353s045,205879s022lbl.pdf#page=58"
"INVOKANA","CANAGLIFLOZIN","TABLET;ORAL","204042","JANSSEN PHARMS","08/23/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204042s041s042lbl.pdf#page=48"
"IXIFI","INFLIXIMAB-QBTX","INJECTABLE;INJECTION","761072","PFIZER INC","12/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761072s009lbl.pdf#page=46"
"JADENU","DEFERASIROX","TABLET;ORAL","206910","NOVARTIS PHARMS CORP","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206910s015lbl.pdf#page=31"
"JADENU SPRINKLE","DEFERASIROX","GRANULE;ORAL","207968","NOVARTIS","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207968s009lbl.pdf#page=31"
"JANUMET","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE","TABLET;ORAL","022044","MERCK SHARP DOHME","06/21/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022044s052lbl.pdf#page=33"
"JANUMET XR","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE","TABLET, EXTENDED RELEASE;ORAL","202270","MERCK SHARP DOHME","06/21/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202270s026lbl.pdf#page=34"
"JANUVIA","SITAGLIPTIN PHOSPHATE","TABLET;ORAL","021995","MERCK SHARP DOHME","06/21/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021995s050lbl.pdf#page=27"
"JARDIANCE","EMPAGLIFLOZIN","TABLET;ORAL","204629","BOEHRINGER INGELHEIM","09/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204629s040lbl.pdf#page=47"
"JEMPERLI","DOSTARLIMAB-GXLY","INJECTABLE;INJECTION","761174","GLAXOSMITHKLINE","08/01/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761174s009lbl.pdf#page=37"
"JEMPERLI","DOSTARLIMAB-GXLY","INJECTABLE;INJECTION","761223","GLAXOSMITHKLINE LLC","08/17/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761223s000lbl.pdf#page=25"
"JENTADUETO","LINAGLIPTIN; METFORMIN HYDROCHLORIDE","TABLET;ORAL","201281","BOEHRINGER INGELHEIM","06/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201281s035lbl.pdf#page=21"
"JENTADUETO XR","LINAGLIPTIN; METFORMIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","208026","BOEHRINGER INGELHEIM","06/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208026s024lbl.pdf#page=22"
"JESDUVROQ","DAPRODUSTAT","TABLET;ORAL","216951","GLAXOSMITHKLINE","02/01/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216951s000lbl.pdf#page=23"
"JEUVEAU","PRABOTULINUMTOXINA-XVFS","INJECTABLE;INJECTION","761085","EVOLUS INC","07/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761085s000lbl.pdf#page=9"
"JORNAY PM","METHYLPHENIDATE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","209311","IRONSHORE PHARMS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209311s010lbl.pdf#page=20"
"JUVISYNC","SIMVASTATIN; SITAGLIPTIN PHOSPHATE","TABLET;ORAL","202343","MERCK SHARP DOHME","02/24/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM275945.pdf"
"JUXTAPID","LOMITAPIDE MESYLATE","CAPSULE;ORAL","203858","AMRYT","05/27/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203858s017lbl.pdf#page=32"
"JYNARQUE","TOLVAPTAN","TABLET;ORAL","204441","OTSUKA","11/25/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204441lbl.pdf#page=18"
"KADIAN","MORPHINE SULFATE","CAPSULE, EXTENDED RELEASE;ORAL","020616","ALLERGAN","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020616s065lbl.pdf#page=36"
"KALBITOR","ECALLANTIDE","INJECTABLE; INJECTION","125277","DYAX CORP.","12/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125277s081lbl.pdf#page=13"
"KALETRA","LOPINAVIR; RITONAVIR","TABLET;ORAL","021906","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
"KALETRA","LOPINAVIR; RITONAVIR","CAPSULE;ORAL","021226","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021226s049lbl.pdf#page=53"
"KALETRA","LOPINAVIR; RITONAVIR","SOLUTION;ORAL","021251","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
"KAZANO","ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE","TABLET;ORAL","203414","TAKEDA PHARMS USA","07/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203414s016lbl.pdf#page=32"
"KEPPRA","LEVETIRACETAM","TABLET;ORAL","021035","UCB INC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
"KEPPRA","LEVETIRACETAM","SOLUTION;ORAL","021505","UCB INC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
"KEPPRA XR","LEVETIRACETAM","TABLET, EXTENDED RELEASE;ORAL","022285","UCB INC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022285s034lbl.pdf#page=26"
"KESIMPTA","OFATUMUMAB","SOLUTION;SUBCUTANEOUS","125326","NOVARTIS","04/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125326s075lbl.pdf#page=13"
"KETEK","TELITHROMYCIN","TABLET;ORAL","021144","SANOFI AVENTIS US","11/04/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021144s019lbl.pdf#page=29"
"KEVZARA","SARILUMAB","INJECTABLE;INJECTION","761037","SANOFI SYNTHELABO","06/10/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761037s013lbl.pdf#page=31"
"KEYTRUDA","PEMBROLIZUMAB","SOLUTION;INTRAVENOUS","125514","MERCK SHARP DOHME","09/17/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125514s161lbl.pdf#page=165"
"KHEDEZLA","DESVENLAFAXINE","TABLET, EXTENDED RELEASE;ORAL","204683","OSMOTICA PHARM CORP","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204683s007lbl.pdf#page=24"
"KLONOPIN","CLONAZEPAM","TABLET;ORAL","017533","CHEPLAPHARM","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017533s062lbl.pdf#page=24"
"KOMBIGLYZE XR","METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","200678","ASTRAZENECA AB","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200678s024lbl.pdf#page=47"
"KONVOMEP","OMEPRAZOLE; SODIUM BICARBONATE","SUSPENSION;ORAL","213593","AZURITY","08/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213593s000lbl.pdf#page=28"
"KORLYM","MIFEPRISTONE","TABLET;ORAL","202107","CORCEPT THERAP","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202107s008lbl.pdf#page=20"
"KRYSTEXXA","PEGLOTICASE","INJECTABLE; INJECTION","125293","HORIZON PHARMA","07/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125293s104lbl.pdf#page=18"
"KYNAMRO","MIPOMERSEN SODIUM","SOLUTION;SUBCUTANEOUS","203568","KASTLE THERAPS LLC","03/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337730.pdf"
"LACOSAMIDE","LACOSAMIDE","SOLUTION;ORAL","204839","AMNEAL PHARMS","10/27/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LacosamideTabletsCVMedGuide.pdf"
"LACOSAMIDE","LACOSAMIDE","TABLET;ORAL","204855","ACTAVIS LABS FL INC","10/27/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE TABLETSMedGuide.pdf"
"LACOSAMIDE","LACOSAMIDE","TABLET;ORAL","204857","AMNEAL PHARMS NY","08/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE ORAL SOLUTIONMed Guide.pdf"
"LAMICTAL","LAMOTRIGINE","TABLET;ORAL","020241","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"LAMICTAL CD","LAMOTRIGINE","TABLET, FOR SUSPENSION;ORAL","020764","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"LAMICTAL ODT","LAMOTRIGINE","TABLET, ORALLY DISINTEGRATING;ORAL","022251","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"LAMICTAL XR","LAMOTRIGINE","TABLET, EXTENDED RELEASE;ORAL","022115","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022115s029lbl.pdf#page=51"
"LAMICTAL XR","LAMOTRIGINE","TABLET, EXTENDED RELEASE; ORAL","022509","SMITHKLINE BEECHAM","01/29/2010","https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022509lbl.pdf#page=39"
"LAMISIL","TERBINAFINE HYDROCHLORIDE","TABLET;ORAL","020539","NOVARTIS","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020539s033lbl.pdf#page=11"
"LAMISIL","TERBINAFINE HYDROCHLORIDE","GRANULE;ORAL","022071","NOVARTIS","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020539s029,022071s013lbl.pdf#page=10"
"LAMIVUDINE, NEVIRAPINE AND ZIDOVUDINE","LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE","TABLET;ORAL","205626","MICRO LABS","08/13/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205626s000lbl.pdf#page=50"
"LARIAM","MEFLOQUINE HYDROCHLORIDE","TABLET;ORAL","019591","ROCHE","04/29/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/019591s026s028lbl.pdf#page=13"
"LATUDA","LURASIDONE HYDROCHLORIDE","TABLET;ORAL","200603","SUNOVION PHARMS INC","12/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200603s035lbl.pdf#page=62"
"LAZANDA","FENTANYL CITRATE","SPRAY, METERED;NASAL","022569","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022569s030lbl.pdf#page=35"
"LEMTRADA","ALEMTUZUMAB","INJECTABLE;INJECTION","103948","GENZYME","05/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103948s5185lbl.pdf#page=30"
"LEQEMBI","ECANEMAB-IRMB","INJECTABLE;INTRAVENOUS","761269","EISAI INC","07/06/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761269Orig1s001lbl.pdf#page=21"
"LETAIRIS","AMBRISENTAN","TABLET;ORAL","022081","GILEAD","06/08/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022081s041lbl.pdf#page=26"
"LEVAQUIN","LEVOFLOXACIN","SOLUTION;ORAL","021721","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"LEVAQUIN","LEVOFLOXACIN","TABLET;ORAL","020634","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020634s073lbl.pdf#page=54"
"LEVAQUIN","LEVOFLOXACIN","INJECTABLE;INJECTION","020635","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"LEVAQUIN","LEVOFLOXACIN","INJECTABLE;INJECTION","020635","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"LEXAPRO","ESCITALOPRAM OXALATE","TABLET;ORAL","021323","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
"LEXAPRO","ESCITALOPRAM OXALATE","SOLUTION;ORAL","021365","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
"LIBRAX","CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE","CAPSULE;ORAL","012750","BAUSCH","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/012750s068lbl.pdf#page=13"
"LIBRIUM","CHLORDIAZEPOXIDE HYDROCHLORIDE","CAPSULE;ORAL","012249","VALEANT PHARM INTL","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/012249s049lbl.pdf#page=8"
"LIBTAYO","CEMIPLIMAB-RWLC","INJECTABLE;INTRAVENOUS","761097","REGENERON PHARMACEUTICALS","04/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761097s016lbl.pdf#page=36"
"LICART","DICLOFENAC EPOLAMINE","SYSTEM;TOPICAL","206976","IBSA INST BIO","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206976s016lbl.pdf#page=21"
"LIMBITROL","AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE","TABLET;ORAL","016949","HERITAGE PHARMS INC","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/016949s041lbl.pdf#page=14"
"LIMBITROL DS","AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE","TABLET;ORAL","016949","HERITAGE PHARMS INC","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/016949s041lbl.pdf#page=14"
"LINDANE","LINDANE","SHAMPOO;TOPICAL","087266","OLTA PHARMS","04/05/2004","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneLotionMedGuide.pdf"
"LINDANE","LINDANE","LOTION;TOPICAL","087313","OLTA PHARMS","09/04/2001","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneShampooMedGuide.pdf"
"LINZESS","LINACLOTIDE","CAPSULE;ORAL","202811","ALLERGAN","06/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202811s021lbl.pdf#page=23"
"LITHIUM CARBONATE","LITHIUM CARBONATE","CAPSULE;ORAL","017812","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"LITHIUM CARBONATE","LITHIUM CARBONATE","TABLET;ORAL","018558","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"LITHIUM CITRATE","LITHIUM CITRATE","SYRUP;ORAL","018421","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"LOQTORZI","TORIPALIMAB-TPZI","INJECTABLE;INTRAVENOUS","761240","COHERUS BIOSCIENCES INC","04/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761240s000lbl.pdf#page=24"
"LOREEV XR","LORAZEPAM","CAPSULE, EXTENDED RELEASE;ORAL","214826","Almatica Pharma","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf#page=16"
"LOTRONEX","ALOSETRON HYDROCHLORIDE","TABLET;ORAL","021107","SEBELA IRELAND LTD","04/03/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088624.pdf"
"LUMOXITI","MOXETUMOMAB PASUDOTOX-TDFK","INJECTABLE;INJECTION","761104","INNATE PHARMA","08/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761104s003lbl.pdf#page=18"
"LUNESTA","ESZOPICLONE","TABLET;ORAL","021476","SUNOVION PHARMS INC","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021476Orig1s038rplLBL.pdf#page=26"
"LUNSUMIO","MOSUNETUZUMAB-AXGB","INJECTABLE;INTRAVENOUS","761263","GENENTECH, INC","11/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761263s005lbl.pdf#page=19"
"LUPANETA PACK","leuprolide acetate for depot suspension, norethindrone acetate USP","INJECTABLE;INTRAMUSCULAR; TABLET;ORAL","203696","GLENMARK PHARMACEUTICALS","08/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203696s005s006lbl.pdf#page=30"
"LUPKYNIS","VOCLOSPORIN","CAPSULE;ORAL","213716","AURINIA","04/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213716s000lbl.pdf#page=23"
"LUPRON","LEUPROLIDE ACETATE","INJECTABLE;INJECTION","019010","ABBVIE ENDOCRINE INC","12/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019010s038lbl.pdf#page=27"
"LUPRON DEPOT-PED KIT","LEUPROLIDE ACETATE","POWDER;INTRAMUSCULAR","020263","ABBVIE ENDOCRINE INC","04/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020263s053lbl.pdf#page=26"
"LUVOX","FLUVOXAMINE MALEATE","TABLET;ORAL","021519","ANI PHARMS","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021519s026lbl.pdf#page=32"
"LUVOX CR","FLUVOXAMINE MALEATE","CAPSULE, EXTENDED RELEASE;ORAL","022033","JAZZ PHARMS","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022033s011lbl.pdf#page=26"
"LYBALVI","OLANZAPINE; SAMIDORPHAN L-MALATE","TABLET;ORAL","213378","ALKERMES INC","01/30/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213378s000lbl.pdf#page=40"
"LYNPARZA","OLAPARIB","CAPSULE;ORAL","206162","ASTRAZENECA","09/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206162s011lbl.pdf#page=16"
"LYNPARZA","OLAPARIB","TABLET;ORAL","208558","ASTRAZENECA","11/06/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf#page=58"
"LYRICA","PREGABALIN","CAPSULE;ORAL","021446","UPJOHN","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021446s041,022488s018lbl.pdf#page=57"
"LYRICA","PREGABALIN","SOLUTION;ORAL","022488","UPJOHN","12/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021446s041,022488s018lbl.pdf#page=57"
"LYRICA CR","PREGABALIN","TABLET, EXTENDED RELEASE;ORAL","209501","UPJOHN","12/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209501s005lbl.pdf#page=31"
"MAGNEVIST","GADOPENTETATE DIMEGLUMINE","INJECTABLE;INJECTION","019596","BAYER HLTHCARE","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019596s064s065lbl.pdf#page=12"
"MAGNEVIST","GADOPENTETATE DIMEGLUMINE","INJECTABLE;INJECTION","021037","BAYER HLTHCARE","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021037s037s038lbl.pdf#page=13"
"MARPLAN","ISOCARBOXAZID","TABLET;ORAL","011961","VALIDUS PHARMS INC","11/08/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/011961s045lbl.pdf#page=16"
"MAVENCLAD","CLADRIBINE","TABLET;ORAL","022561","EMD SERONO INC","09/19/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022561s006lbl.pdf#page=29"
"MAYZENT","SIPONIMOD FUMARIC ACID","TABLET;ORAL","209884","NOVARTIS","06/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209884s016s018lbl.pdf#page=23"
"MEKTOV","BINIMETINIB","TABLET;ORAL","210498","ARRAY BIOPHARMA INC","09/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210498s010lbl.pdf#page=21"
"MERIDIA","SIBUTRAMINE HYDROCHLORIDE","CAPSULE;ORAL","020632","ABBOTT","08/04/2010","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035MedGuide.pdf"
"METADATE CD","METHYLPHENIDATE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","021259","LANNETT CO INC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021259s034lbl.pdf#page=16"
"METHYLIN","METHYLPHENIDATE HYDROCHLORIDE","SOLUTION;ORAL","021419","SPECGX LLC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021419s023lbl.pdf#page=17"
"METHYLIN","METHYLPHENIDATE HYDROCHLORIDE","TABLET, CHEWABLE;ORAL","021475","SPECGX LLC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021475s012lbl.pdf#page=13"
"METOCLOPRAMIDE HYDROCHLORIDE","METOCLOPRAMIDE HYDROCHLORIDE","SOLUTION;ORAL","074703","WOCKHARDT BIO AG","04/08/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM244086.pdf"
"METOZOLV ODT","METOCLOPRAMIDE HYDROCHLORIDE","TABLET, ORALLY DISINTEGRATING;ORAL","022246","SALIX PHARMS","02/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022246s009lbl.pdf#page=18"
"MIFEPREX","MIFEPRISTONE","TABLET; ORAL","020687","DANCO LABS LLC","03/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020687Orig1s026lbl.pdf#page=16"
"MIRCERA","METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA","SOLUTION; INJECTION","125164","HOFFMAN-LA ROCHE","06/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125164s087lblcorretion.pdf#page=23"
"MIRCERA","METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA","INJECTABLE; SUBCUTANEOUS","126164","Vifor International Inc","04/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/126164s087lbl.pdf#page=27"
"MITIGARE","COLCHICINE","CAPSULE;ORAL","204820","HIKMA AMERICAS","09/26/2014","http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204820s000lbl.pdf#page=11"
"MITIGARE","COLCHICINE","CAPSULE;ORAL","204820","HIKMA INTL PHARMS","09/26/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM417495.pdf"
"MOBIC","MELOXICAM","TABLET;ORAL","020938","BOEHRINGER INGELHEIM","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020938s030lbl.pdf#page=16"
"MOBIC","MELOXICAM","SUSPENSION;ORAL","021530","AVONDALE PHARMS","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021530s020lbl.pdf#page=16"
"MORPHABOND ER","MORPHINE SULFATE","TABLET, EXTENDED RELEASE;ORAL","206544","DAIICHI SANKYO INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206544s012lbl.pdf#page=38"
"MORPHINE SULFATE","MORPHINE SULFATE","SOLUTION;ORAL","201517","LANNETT CO INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201517s018lbl.pdf#page=30"
"MORPHINE SULFATE","MORPHINE SULFATE","SOLUTION;ORAL","022195","HIKMA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022195s021lbl.pdf#page=23"
"MORPHINE SULFATE","MORPHINE SULFATE","TABLET;ORAL","022207","HIKMA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022207s011lbl.pdf#page=29"
"MOTPOLY XR","LACOSAMIDE","CAPSULE, EXTENDED RELEASE;ORAL","216185","Aucta Pharmaceuticals","06/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216185s000lbl.pdf#page=22"
"MOTRIN","IBUPROFEN","TABLET;ORAL","017463","MCNEIL CONSUMER","09/10/2007","https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/017463s104lbl.pdf#page=13"
"MOUNJARO","TIRZEPATIDE","INJECTABLE; SUBCUTANEOUS","215866","ELI LILLY AND COMPANY","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215866s002s006lbl.pdf#page=20"
"MOVANTIK","NALOXEGOL OXALATE","TABLET;ORAL","204760","REDHILL","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204760s009lbl.pdf#page=16"
"MOVIPREP","ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE","FOR SOLUTION;ORAL","021881","SALIX PHARMS","05/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021881s023lbl.pdf#page=13"
"MOXIFLOXACIN HYDROCHLORIDE","MOXIFLOXACIN HYDROCHLORIDE","SOLUTION;INTRAVENOUS","205572","FRESENIUS KABI USA","07/26/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205572s007lbl.pdf#page=49"
